word,source,article_date,scraped_date,title,frequency
Comment,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
pourquoi,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
sont-ils,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
devenus,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
animaux,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
de,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,14
compagnie?,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
L'homme,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
a,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,4
commencé,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,3
domestiquer,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
il,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
y,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
environ,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
10.000,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
ans.,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
Le,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
magazine,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
scientifique,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
Live,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
Science,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
rapporte,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
c'est,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
la,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,6
race,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
Felis,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
silvestris,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
"lybica,",https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
sous-espèce,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
d'Afrique,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
du,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
"Moyen-Orient,",https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
initialement,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
"sauvage,",https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
qui,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,3
aurait,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
fréquenter,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
humains,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
cette,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,3
époque.,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
Des,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
gènes,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
ces,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
trouvés,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
"Europe,",https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
Afrique,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
au,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
Moyen-Orient,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
sur,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,4
sites,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
archéologiques.,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
Ces,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
découvertes,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
",",https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,2
faites,https://www.slate.fr/societe/predateur-sauvage-compagnon-calin-histoire-domestication-chat-navire-predateur-souris-rats-chien-felin-lion-tigre,1er avril 2025 à 14h00,2025-04-01,Du prédateur sauvage au compagnon câlin: l'incroyable histoire de la domestication du chat,1
